eventtype,event_name,control,prpf38,prpf8,prpf8_diff,prpf38_diff,symbol
MXE,19:38182422:38182519:-@19:38177352:38177423:-@19:38156885:38157163:-@19:38145613:38145780:-,0.942,0.906,0.91,same,same,ZNF781
MXE,19:38264301:38264391:-@19:38262204:38262330:-@19:38260645:38260737:-@19:38229203:38231095:-,0.76,0.502,0.774,same,lower,ZNF573
MXE,19:38264301:38264391:-@19:38262204:38262336:-@19:38260645:38260737:-@19:38229203:38231095:-,0.848,0.644,0.838,same,lower,ZNF573
MXE,19:38270184:38270230:-@19:38264301:38264391:-@19:38262204:38262336:-@19:38260645:38260737:-,0.378,0.476,0.344,same,same,ZNF573
MXE,19:38301245:38301440:-@19:38289752:38289803:-@19:38284781:38284885:-@19:38284616:38284695:-,0.57,0.54,0.51,same,same,ZNF573
MXE,19:38708438:38708516:-@19:38708100:38708231:-@19:38706993:38707043:-@19:38706780:38706899:-,0.732,0.628,0.646,same,lower,DPF1
MXE,19:38755098:38755638:+@19:38774267:38774437:+@19:38778516:38778575:+@19:38779778:38779831:+,0.654,0.64,0.642,same,same,CTB-102L5.4
MXE,19:38755098:38755638:+@19:38774267:38774437:+@19:38778516:38778575:+@19:38779778:38779831:+,0.654,0.64,0.642,same,same,SPINT2
MXE,19:39200035:39200116:+@19:39200897:39200982:+@19:39201916:39202001:+@19:39205109:39205201:+,0.948,0.968,0.946,same,same,ACTN4
MXE,19:39217597:39217743:+@19:39218586:39218666:+@19:39218956:39219021:+@19:39219636:39219794:+,0.982,0.99,0.984,same,same,ACTN4
MXE,19:39226010:39226069:-@19:39225453:39225510:-@19:39224343:39224421:-@19:39221747:39221863:-,0.5,0.542,0.522,same,same,ACTN4
MXE,19:39226010:39226069:-@19:39225453:39225510:-@19:39224343:39224421:-@19:39221747:39221863:-,0.5,0.542,0.522,same,same,CAPN12
MXE,19:39384054:39384167:-@19:39382434:39382606:-@19:39381205:39381302:-@19:39380743:39380784:-,0.028,0.064,0.152,higher,same,SIRT2
MXE,19:39390146:39390463:-@19:39389434:39389558:-@19:39389019:39389065:-@19:39384459:39384507:-,0.196,0.148,0.116,same,same,NFKBIB
MXE,19:39390146:39390463:-@19:39389434:39389558:-@19:39389019:39389065:-@19:39384459:39384507:-,0.196,0.148,0.116,same,same,SIRT2
MXE,19:39826614:39826645:-@19:39823717:39823766:-@19:39820184:39820266:-@19:39819640:39819713:-,0.226,0.255,0.335,higher,same,GMFG
MXE,19:39972523:39972673:+@19:39973525:39973556:+@19:39976184:39976242:+@19:39976328:39976447:+,0.428,0.426,0.458,same,same,TIMM50
MXE,19:40854363:40854631:+@19:40871460:40871492:+@19:40871625:40871837:+@19:40872291:40872417:+,0.062,0.06,0.052,same,same,C19orf47
MXE,19:40854363:40854631:+@19:40871460:40871492:+@19:40871625:40871837:+@19:40872291:40872417:+,0.062,0.06,0.052,same,same,PLD3
MXE,19:40854363:40854631:+@19:40871460:40871492:+@19:40871625:40871837:+@19:40872326:40872417:+,0.098,0.094,0.094,same,same,C19orf47
MXE,19:40854363:40854631:+@19:40871460:40871492:+@19:40871625:40871837:+@19:40872326:40872417:+,0.098,0.094,0.094,same,same,PLD3
MXE,19:40854597:40854675:+@19:40871460:40871492:+@19:40871569:40871837:+@19:40872291:40872417:+,0.396,0.444,0.354,same,same,PLD3
MXE,19:40854597:40854675:+@19:40871460:40871492:+@19:40871569:40871837:+@19:40872326:40872417:+,0.374,0.404,0.344,same,same,PLD3
MXE,19:40854597:40854675:+@19:40871460:40871492:+@19:40871625:40871837:+@19:40872291:40872417:+,0.448,0.508,0.416,same,same,PLD3
MXE,19:40854597:40854675:+@19:40871460:40871492:+@19:40871625:40871837:+@19:40872326:40872417:+,0.39,0.426,0.368,same,same,PLD3
MXE,19:41089507:41089623:+@19:41092680:41092850:+@19:41094530:41094685:+@19:41096636:41096759:+,0.634,0.618,0.61,same,same,SHKBP1
MXE,19:41120221:41120352:+@19:41122795:41122926:+@19:41123006:41123130:+@19:41125252:41125398:+,0.698,0.68,0.674,same,same,LTBP4
MXE,19:41120221:41120352:+@19:41122795:41122948:+@19:41123006:41123130:+@19:41125252:41125398:+,0.632,0.626,0.582,same,same,LTBP4
MXE,19:41219972:41220038:-@19:41215964:41216041:-@19:41211230:41211352:-@19:41211001:41211086:-,0.418,0.474,0.44,same,same,ADCK4
MXE,19:41219972:41220038:-@19:41215964:41216041:-@19:41211230:41211352:-@19:41211001:41211086:-,0.418,0.474,0.44,same,same,RNU6-195P
MXE,19:41249820:41249886:-@19:41248304:41248675:-@19:41247978:41248094:-@19:41247597:41247769:-,0.652,0.648,0.8,higher,same,C19orf54
MXE,19:41249820:41249886:-@19:41248420:41248675:-@19:41247978:41248094:-@19:41247597:41247769:-,0.646,0.668,0.788,higher,same,C19orf54
MXE,19:41286290:41286404:+@19:41289683:41289745:+@19:41289826:41289980:+@19:41292570:41292665:+,0.224,0.292,0.272,same,same,MIA-RAB4B
MXE,19:41286290:41286404:+@19:41289683:41289745:+@19:41289826:41289980:+@19:41292570:41292665:+,0.224,0.292,0.272,same,same,RAB4B
MXE,19:41286290:41286404:+@19:41289683:41289745:+@19:41289826:41289980:+@19:41292570:41292665:+,0.224,0.292,0.272,same,same,RAB4B-EGLN2
MXE,19:4182471:4182562:-@19:4180779:4180906:-@19:4179101:4179283:-@19:4177076:4177135:-,0.562,0.626,0.68,higher,same,SIRT6
MXE,19:42212504:42212714:+@19:42213599:42213958:+@19:42260508:42260867:+@19:42265157:42265435:+,0.044,0.106,0.076,same,same,AC011513.4
MXE,19:42212504:42212714:+@19:42213599:42213958:+@19:42260508:42260867:+@19:42265157:42265435:+,0.044,0.106,0.076,same,same,CEA
MXE,19:42212504:42212714:+@19:42213599:42213958:+@19:42260508:42260867:+@19:42265157:42265435:+,0.044,0.106,0.076,same,same,CEACAM5
MXE,19:42212504:42212714:+@19:42213599:42213958:+@19:42260508:42260867:+@19:42265157:42265435:+,0.044,0.106,0.076,same,same,CEACAM6
MXE,19:42408368:42408535:+@19:42409101:42409188:+@19:42409327:42409413:+@19:42409912:42409979:+,0.436,0.472,0.584,higher,same,ARHGEF1
MXE,19:42462888:42463100:-@19:42462438:42462535:-@19:42461170:42461271:-@19:42460833:42461086:-,0.656,0.688,0.68,same,same,RABAC1
MXE,19:42713852:42713992:-@19:42708614:42708711:-@19:42706141:42706224:-@19:42702750:42703981:-,0.152,0.032,0.054,same,lower,DEDD2
MXE,19:42713852:42713992:-@19:42708614:42708711:-@19:42706203:42706224:-@19:42702750:42703981:-,0.036,0,0.006,same,same,DEDD2
MXE,19:43025419:43025673:-@19:43020925:43021017:-@19:43019163:43019255:-@19:43016502:43016631:-,0.406,0.404,0.54,higher,same,CEACAM1
MXE,19:43025419:43025673:-@19:43020925:43021017:-@19:43019163:43019255:-@19:43016502:43016631:-,0.406,0.404,0.54,higher,same,LIPE-AS1
MXE,19:43025419:43025673:-@19:43023100:43023387:-@19:43019163:43019255:-@19:43016502:43016631:-,0.976,0.848,0.908,same,lower,CEACAM1
MXE,19:43025419:43025673:-@19:43023100:43023387:-@19:43019163:43019255:-@19:43016502:43016631:-,0.976,0.848,0.908,same,lower,LIPE-AS1
MXE,19:43025419:43025673:-@19:43023100:43023387:-@19:43020925:43021017:-@19:43016502:43016631:-,0.988,0.89,0.888,same,same,CEACAM1
MXE,19:43025419:43025673:-@19:43023100:43023387:-@19:43020925:43021017:-@19:43016502:43016631:-,0.988,0.89,0.888,same,same,LIPE-AS1
MXE,19:43268068:43268433:-@19:43262154:43262432:-@19:43259140:43259418:-@19:43258485:43258739:-,0.2,0.296,0.256,same,same,PSG8
MXE,19:4326939:4327004:-@19:4325213:4325305:-@19:4324452:4324526:-@19:4324040:4324194:-,0.31,0.34,0.324,same,same,STAP2
MXE,19:43269670:43269831:-@19:43268068:43268433:-@19:43262154:43262432:-@19:43259140:43259418:-,0.57,0.57,0.404,lower,same,PSG8
MXE,19:43269670:43269831:-@19:43268068:43268433:-@19:43262754:43263063:-@19:43262154:43262432:-,0.615,0.64,0.656,same,same,PSG8
MXE,19:43269670:43269831:-@19:43268068:43268433:-@19:43262754:43263093:-@19:43262154:43262432:-,0.66,0.62,0.612,same,same,PSG8
MXE,19:43382065:43382430:-@19:43375919:43376197:-@19:43372908:43373186:-@19:43372253:43372507:-,0.346,0.326,0.41,same,same,PSG1
MXE,19:43528843:43529208:-@19:43522922:43523200:-@19:43519919:43520197:-@19:43519268:43519522:-,0.44,0.628,0.356,same,higher,PSG11
MXE,19:43530461:43530614:-@19:43528843:43529208:-@19:43522922:43523200:-@19:43519268:43519522:-,0.67,0.682,0.698,same,same,PSG11
MXE,19:43530461:43530614:-@19:43528843:43529208:-@19:43522922:43523200:-@19:43519919:43520197:-,0.67,0.692,0.684,same,same,PSG11
MXE,19:43708038:43708403:-@19:43702149:43702427:-@19:43699147:43699425:-@19:43698492:43698746:-,0.498,0.482,0.48,same,same,PSG4
MXE,19:43709625:43709790:-@19:43708038:43708403:-@19:43702149:43702282:-@19:43699147:43699425:-,0.33,0.658,0.708,higher,higher,PSG4
MXE,19:43709625:43709790:-@19:43708038:43708403:-@19:43702149:43702427:-@19:43699147:43699425:-,0.294,0.582,0.654,higher,higher,PSG4
MXE,19:43709625:43709790:-@19:43708038:43708403:-@19:43702750:43703089:-@19:43702149:43702427:-,0.766,0.932,0.962,higher,higher,PSG4
MXE,19:43771936:43772301:-@19:43766012:43766290:-@19:43763009:43763287:-@19:43762354:43762608:-,0.524,0.634,0.628,higher,higher,PSG9
MXE,19:44079560:44080158:-@19:44079062:44079154:-@19:44065062:44065172:-@19:44058798:44058956:-,0.552,0.59,0.63,same,same,L34079.2
MXE,19:44079560:44080158:-@19:44079062:44079154:-@19:44065062:44065172:-@19:44058798:44058956:-,0.552,0.59,0.63,same,same,L34079.3
MXE,19:44079560:44080158:-@19:44079062:44079154:-@19:44065062:44065172:-@19:44058798:44058956:-,0.552,0.59,0.63,same,same,L34079.4
MXE,19:44079560:44080158:-@19:44079062:44079154:-@19:44065062:44065172:-@19:44058798:44058956:-,0.552,0.59,0.63,same,same,XRCC1
MXE,19:44084517:44084625:-@19:44079062:44079154:-@19:44065062:44065172:-@19:44058798:44058956:-,0.176,0.182,0.182,same,same,L34079.2
MXE,19:44084517:44084625:-@19:44079062:44079154:-@19:44065062:44065172:-@19:44058798:44058956:-,0.176,0.182,0.182,same,same,L34079.3
MXE,19:44084517:44084625:-@19:44079062:44079154:-@19:44065062:44065172:-@19:44058798:44058956:-,0.176,0.182,0.182,same,same,L34079.4
MXE,19:44084517:44084625:-@19:44079062:44079154:-@19:44065062:44065172:-@19:44058798:44058956:-,0.176,0.182,0.182,same,same,PINLYP
MXE,19:44084517:44084625:-@19:44079062:44079154:-@19:44065062:44065172:-@19:44058798:44058956:-,0.176,0.182,0.182,same,same,XRCC1
MXE,19:4408900:4409756:+@19:4418017:4418073:+@19:4422563:4422792:+@19:4423332:4423392:+,0.244,0.188,0.218,same,same,CHAF1A
MXE,19:44160631:44160792:-@19:44159591:44159725:-@19:44156377:44156523:-@19:44152732:44153295:-,0.498,0.468,0.47,same,same,PLAUR
MXE,19:44174218:44174699:-@19:44171733:44171843:-@19:44165126:44165594:-@19:44160631:44160792:-,0.988,0.988,0.99,same,same,AC006953.1
MXE,19:44174218:44174699:-@19:44171733:44171843:-@19:44165126:44165594:-@19:44160631:44160792:-,0.988,0.988,0.99,same,same,PLAUR
MXE,19:44174218:44174699:-@19:44171733:44171843:-@19:44165126:44165594:-@19:44160631:44160792:-,0.988,0.988,0.99,same,same,RN7SL368P
MXE,19:45001336:45001429:-@19:44988572:44988646:-@19:44983500:44983626:-@19:44979854:44982363:-,0.302,0.306,0.312,same,same,ZNF180
MXE,19:45165545:45165665:+@19:45170227:45170589:+@19:45174576:45174708:+@19:45175018:45175258:+,0.114,0.104,0.054,same,same,CEACAM19
MXE,19:45165545:45165665:+@19:45170227:45170589:+@19:45174576:45174708:+@19:45175018:45175258:+,0.114,0.104,0.054,same,same,CTB-171A8.1
MXE,19:45165545:45165665:+@19:45170227:45170589:+@19:45174576:45174708:+@19:45175018:45175258:+,0.114,0.104,0.054,same,same,PVR
MXE,19:45873794:45873815:-@19:45873391:45873490:-@19:45872328:45872405:-@19:45872188:45872250:-,0.41,0.392,0.412,same,same,ERCC2
MXE,19:45997424:45997678:-@19:45996418:45996636:-@19:45992604:45992811:-@19:45992106:45992244:-,0.21,0.154,0.16,same,same,PPM1N
MXE,19:45997424:45997678:-@19:45996418:45996636:-@19:45992604:45992811:-@19:45992106:45992244:-,0.21,0.154,0.16,same,same,RTN2
MXE,19:46124465:46124590:-@19:46122318:46122449:-@19:46120888:46120955:-@19:46120023:46120111:-,0.554,0.57,0.594,same,same,EML2
MXE,19:46129963:46130097:-@19:46127977:46128076:-@19:46124741:46124895:-@19:46124465:46124590:-,0.454,0.426,0.456,same,same,EML2
MXE,19:46195145:46195591:-@19:46193830:46193925:-@19:46192491:46192605:-@19:46191645:46191824:-,0.458,0.536,0.566,higher,same,SNRPD2
MXE,19:46288852:46288971:-@19:46285451:46285508:-@19:46283472:46283639:-@19:46283036:46283127:-,0.826,0.85,0.88,same,same,AC011530.4
MXE,19:46288852:46288971:-@19:46285451:46285508:-@19:46283472:46283639:-@19:46283036:46283127:-,0.826,0.85,0.88,same,same,DMPK
MXE,19:46288852:46288971:-@19:46285451:46285508:-@19:46283472:46283639:-@19:46283036:46283127:-,0.826,0.85,0.88,same,same,DMWD
MXE,19:46288852:46288971:-@19:46285451:46285508:-@19:46283581:46283639:-@19:46283036:46283127:-,0.826,0.878,0.872,same,same,AC011530.4
MXE,19:46288852:46288971:-@19:46285451:46285508:-@19:46283581:46283639:-@19:46283036:46283127:-,0.826,0.878,0.872,same,same,DMPK
MXE,19:46288852:46288971:-@19:46285451:46285508:-@19:46283581:46283639:-@19:46283036:46283127:-,0.826,0.878,0.872,same,same,DMWD
MXE,19:4719863:4719953:-@19:4716065:4716164:-@19:4715541:4715738:-@19:4714093:4714349:-,0.962,0.854,0.862,same,lower,DPP9
MXE,19:4719863:4719953:-@19:4719215:4719336:-@19:4715541:4715738:-@19:4714093:4714349:-,0.948,0.794,0.812,lower,lower,DPP9
MXE,19:4719863:4719953:-@19:4719215:4719336:-@19:4716065:4716164:-@19:4714093:4714349:-,0.144,0.102,0.136,same,same,DPP9
MXE,19:47249315:47249347:+@19:47250491:47250551:+@19:47250836:47250938:+@19:47251284:47251345:+,0.555,0.423333333333333,0.505,same,lower,FKRP
MXE,19:47249315:47249347:+@19:47250491:47250551:+@19:47250836:47250938:+@19:47251284:47251345:+,0.555,0.423333333333333,0.505,same,lower,STRN4
MXE,19:47249315:47249347:+@19:47250491:47250551:+@19:47250836:47250989:+@19:47251284:47251345:+,0.5,0.396,0.416666666666667,same,lower,FKRP
MXE,19:47249315:47249347:+@19:47250491:47250551:+@19:47250836:47250989:+@19:47251284:47251345:+,0.5,0.396,0.416666666666667,same,lower,STRN4
MXE,19:47249315:47249347:+@19:47250491:47250562:+@19:47250836:47250938:+@19:47251284:47251345:+,0.47,0.64,0.53,same,higher,FKRP
MXE,19:47249315:47249347:+@19:47250491:47250562:+@19:47250836:47250938:+@19:47251284:47251345:+,0.47,0.64,0.53,same,higher,STRN4
MXE,19:47249315:47249347:+@19:47250491:47250562:+@19:47250836:47250989:+@19:47251284:47251345:+,0.3525,0.5275,0.403333333333333,same,higher,FKRP
MXE,19:47249315:47249347:+@19:47250491:47250562:+@19:47250836:47250989:+@19:47251284:47251345:+,0.3525,0.5275,0.403333333333333,same,higher,STRN4
MXE,19:47250021:47250251:-@19:47249406:47249468:-@19:47243421:47243542:-@19:47242042:47242145:-,0.952,0.97,0.972,same,same,FKRP
MXE,19:47250021:47250251:-@19:47249406:47249468:-@19:47243421:47243542:-@19:47242042:47242145:-,0.952,0.97,0.972,same,same,STRN4
MXE,19:47251772:47251922:+@19:47252032:47252141:+@19:47257359:47257438:+@19:47258669:47261742:+,0.564,0.37,0.416,lower,lower,FKRP
MXE,19:47354021:47354249:-@19:47349250:47349399:-@19:47342722:47342835:-@19:47341997:47342056:-,0.526,0.516,0.488,same,same,AP2S1
MXE,19:48018100:48018296:-@19:48006680:48006759:-@19:48003890:48004006:-@19:47998807:47998853:-,0.578,0.58,0.594,same,same,NAPA
MXE,19:48018100:48018296:-@19:48006680:48006759:-@19:48003890:48004006:-@19:47998807:47998853:-,0.578,0.58,0.594,same,same,NAPA-AS1
MXE,19:48018100:48018296:-@19:48010089:48010231:-@19:48008594:48008800:-@19:48006680:48006759:-,0.976,0.99,0.988,same,same,NAPA
MXE,19:48598721:48598861:-@19:48593621:48593674:-@19:48591943:48591969:-@19:48588316:48588369:-,0.818,0.78,0.6475,lower,same,PLA2G4C
MXE,19:48863576:48863825:-@19:48863329:48863433:-@19:48848417:48848611:-@19:48846578:48846708:-,0.208,0.198,0.36,higher,same,TMEM143
MXE,19:48866548:48866788:-@19:48863329:48863433:-@19:48848417:48848611:-@19:48846578:48846708:-,0.346,0.26,0.3875,same,same,TMEM143
MXE,19:48866548:48866788:-@19:48863576:48863667:-@19:48863329:48863433:-@19:48848417:48848611:-,0.036,0.19,0.305,higher,higher,TMEM143
MXE,19:48866548:48866788:-@19:48863576:48863825:-@19:48863329:48863433:-@19:48848417:48848611:-,0.016,0.098,0.2125,higher,same,TMEM143
MXE,19:48867155:48867195:-@19:48863329:48863440:-@19:48848417:48848611:-@19:48846578:48846708:-,0.22,0.188,0.4475,higher,same,TMEM143
MXE,19:48867155:48867195:-@19:48866548:48866788:-@19:48848417:48848611:-@19:48846578:48846708:-,0.478,0.53,0.6725,higher,same,TMEM143
MXE,19:48867155:48867195:-@19:48866548:48866788:-@19:48863329:48863440:-@19:48846578:48846708:-,0.762,0.828,0.7275,same,same,TMEM143
MXE,19:48867155:48867195:-@19:48866548:48866788:-@19:48863329:48863440:-@19:48848417:48848611:-,0.562,0.724,0.7225,higher,higher,TMEM143
MXE,19:49370794:49370883:-@19:49368760:49368867:-@19:49364877:49364949:-@19:49364658:49364758:-,0.632,0.61,0.536,same,same,PLEKHA4
MXE,19:49438257:49438368:+@19:49442706:49442958:+@19:49445697:49445821:+@19:49447614:49447764:+,0.73,0.754,0.776,same,same,DHDH
MXE,19:49458186:49458219:+@19:49458805:49458856:+@19:49458944:49459090:+@19:49459455:49459590:+,0.138,0.138,0.326,higher,same,BAX
MXE,19:49496252:49496566:-@19:49494559:49494740:-@19:49490451:49490642:-@19:49489107:49489292:-,0.532,0.552,0.536,same,same,GYS1
MXE,19:49496252:49496566:-@19:49494559:49494795:-@19:49490451:49490642:-@19:49489107:49489292:-,0.394,0.41,0.406,same,same,GYS1
MXE,19:49661449:49661516:+@19:49669298:49669472:+@19:49671517:49671680:+@19:49671810:49671993:+,0.506,0.508,0.478,same,same,TRPM4
MXE,19:49858405:49858463:-@19:49854558:49854622:-@19:49852214:49852316:-@19:49851960:49852102:-,0.982,0.99,0.988,same,same,TEAD2
MXE,19:49979680:49979823:+@19:49982166:49982304:+@19:49983555:49983733:+@19:49983809:49983877:+,0.452,0.536,0.636,higher,same,CTD-3148I10.15
MXE,19:49979680:49979823:+@19:49982166:49982304:+@19:49983555:49983733:+@19:49983809:49983877:+,0.452,0.536,0.636,higher,same,CTD-3148I10.9
MXE,19:49979680:49979823:+@19:49982166:49982304:+@19:49983555:49983733:+@19:49983809:49983877:+,0.452,0.536,0.636,higher,same,FLT3LG
MXE,19:49979680:49979823:+@19:49982220:49982304:+@19:49983555:49983733:+@19:49983809:49983877:+,0.24,0.396,0.54,higher,higher,CTD-3148I10.15
MXE,19:49979680:49979823:+@19:49982220:49982304:+@19:49983555:49983733:+@19:49983809:49983877:+,0.24,0.396,0.54,higher,higher,CTD-3148I10.9
MXE,19:49979680:49979823:+@19:49982220:49982304:+@19:49983555:49983733:+@19:49983809:49983877:+,0.24,0.396,0.54,higher,higher,FLT3LG
MXE,19:50015536:50016007:+@19:50016644:50016730:+@19:50017139:50017390:+@19:50027764:50028033:+,0.6125,0.29,0.59,same,lower,FCGRT
MXE,19:50015536:50016007:+@19:50016644:50016730:+@19:50017139:50017743:+@19:50027764:50028033:+,0.305,0.223333333333333,0.44,higher,same,FCGRT
MXE,19:50016644:50016730:+@19:50017139:50017743:+@19:50027764:50028830:+@19:50029267:50029590:+,0.61,0.64,0.54,same,same,FCGRT
MXE,19:50016644:50016730:+@19:50017139:50017743:+@19:50028714:50028830:+@19:50029267:50029590:+,0.438,0.56,0.31,lower,higher,FCGRT
MXE,19:50017139:50017390:+@19:50017468:50017743:+@19:50027764:50028830:+@19:50029267:50029590:+,0.68,0.66,0.55,lower,same,FCGRT
MXE,19:50165682:50165874:-@19:50165205:50165585:-@19:50163970:50164085:-@19:50162829:50163090:-,0.656,0.658,0.488,lower,same,IRF3
MXE,19:50168888:50168962:-@19:50167810:50167930:-@19:50166600:50166771:-@19:50166445:50166515:-,0.044,0.06,0.044,same,same,BCL2L12
MXE,19:50168888:50168962:-@19:50167810:50167930:-@19:50166600:50166771:-@19:50166445:50166515:-,0.044,0.06,0.044,same,same,IRF3
MXE,19:50168888:50168962:-@19:50167931:50168103:-@19:50166600:50166771:-@19:50166445:50166515:-,0.274,0.206,0.198,same,same,BCL2L12
MXE,19:50168888:50168962:-@19:50167931:50168103:-@19:50166600:50166771:-@19:50166445:50166515:-,0.274,0.206,0.198,same,same,IRF3
MXE,19:50168888:50168962:-@19:50167931:50168103:-@19:50167700:50167930:-@19:50166600:50166771:-,0.944,0.896,0.904,same,same,BCL2L12
MXE,19:50168888:50168962:-@19:50167931:50168103:-@19:50167700:50167930:-@19:50166600:50166771:-,0.944,0.896,0.904,same,same,IRF3
MXE,19:50168888:50168962:-@19:50167931:50168103:-@19:50167810:50167930:-@19:50166445:50166515:-,0.89,0.8,0.838,same,same,BCL2L12
MXE,19:50168888:50168962:-@19:50167931:50168103:-@19:50167810:50167930:-@19:50166445:50166515:-,0.89,0.8,0.838,same,same,IRF3
MXE,19:50168888:50168962:-@19:50167931:50168103:-@19:50167810:50167930:-@19:50166600:50166771:-,0.876,0.754,0.806,same,lower,BCL2L12
MXE,19:50168888:50168962:-@19:50167931:50168103:-@19:50167810:50167930:-@19:50166600:50166771:-,0.876,0.754,0.806,same,lower,IRF3
MXE,19:50168888:50168962:-@19:50167931:50168103:-@19:50167844:50167930:-@19:50166600:50166771:-,0.898,0.784,0.796,lower,lower,BCL2L12
MXE,19:50168888:50168962:-@19:50167931:50168103:-@19:50167844:50167930:-@19:50166600:50166771:-,0.898,0.784,0.796,lower,lower,IRF3
MXE,19:50168892:50169104:-@19:50167931:50168207:-@19:50167700:50167930:-@19:50166600:50166771:-,0.918,0.842,0.846,same,same,BCL2L12
MXE,19:50168892:50169104:-@19:50167931:50168207:-@19:50167700:50167930:-@19:50166600:50166771:-,0.918,0.842,0.846,same,same,IRF3
MXE,19:50168892:50169104:-@19:50167931:50168207:-@19:50167810:50167930:-@19:50166445:50166515:-,0.776,0.63,0.5,lower,lower,BCL2L12
MXE,19:50168892:50169104:-@19:50167931:50168207:-@19:50167810:50167930:-@19:50166445:50166515:-,0.776,0.63,0.5,lower,lower,IRF3
MXE,19:50168892:50169104:-@19:50167931:50168207:-@19:50167810:50167930:-@19:50166600:50166771:-,0.756,0.592,0.508,lower,lower,BCL2L12
MXE,19:50168892:50169104:-@19:50167931:50168207:-@19:50167810:50167930:-@19:50166600:50166771:-,0.756,0.592,0.508,lower,lower,IRF3
MXE,19:50168892:50169104:-@19:50167931:50168207:-@19:50167844:50167930:-@19:50166600:50166771:-,0.752,0.574,0.418,lower,lower,BCL2L12
MXE,19:50168892:50169104:-@19:50167931:50168207:-@19:50167844:50167930:-@19:50166600:50166771:-,0.752,0.574,0.418,lower,lower,IRF3
MXE,19:50194393:50194597:+@19:50194918:50195027:+@19:50195078:50195146:+@19:50195496:50195650:+,0.288,0.32,0.56,higher,same,CPT1C
MXE,19:50194393:50194597:+@19:50194918:50195027:+@19:50195078:50195210:+@19:50195496:50195650:+,0.34,0.534,0.89,higher,higher,CPT1C
MXE,19:50200583:50200722:+@19:50203941:50204112:+@19:50204574:50204675:+@19:50204754:50204891:+,0.62,0.638,0.725,higher,same,CPT1C
MXE,19:50407456:50407578:-@19:50404896:50405078:-@19:50399405:50399439:-@19:50399072:50399310:-,0.4,0.2525,0.695,higher,lower,IL4I1
MXE,19:50407456:50407578:-@19:50404896:50405136:-@19:50399405:50399439:-@19:50399072:50399310:-,0.356666666666667,0.215,0.675,higher,lower,IL4I1
MXE,19:50420865:50421069:-@19:50416156:50416416:-@19:50414362:50414623:-@19:50410082:50413141:-,0.188,0.348,0.21,same,higher,CTC-326K19.6
MXE,19:50420865:50421069:-@19:50416156:50416416:-@19:50414362:50414623:-@19:50410082:50413141:-,0.188,0.348,0.21,same,higher,IL4I1
MXE,19:50420865:50421069:-@19:50416156:50416416:-@19:50414362:50414623:-@19:50410082:50413141:-,0.188,0.348,0.21,same,higher,NUP62
MXE,19:50430951:50431072:-@19:50416156:50416416:-@19:50414362:50414488:-@19:50410082:50413141:-,0.01,0.008,0.004,same,same,CTC-326K19.6
MXE,19:50430951:50431072:-@19:50416156:50416416:-@19:50414362:50414488:-@19:50410082:50413141:-,0.01,0.008,0.004,same,same,IL4I1
MXE,19:50430951:50431072:-@19:50416156:50416416:-@19:50414362:50414488:-@19:50410082:50413141:-,0.01,0.008,0.004,same,same,NUP62
MXE,19:50430951:50431072:-@19:50416156:50416416:-@19:50414362:50414600:-@19:50410082:50413141:-,0.05,0.058,0.04,same,same,CTC-326K19.6
MXE,19:50430951:50431072:-@19:50416156:50416416:-@19:50414362:50414600:-@19:50410082:50413141:-,0.05,0.058,0.04,same,same,IL4I1
MXE,19:50430951:50431072:-@19:50416156:50416416:-@19:50414362:50414600:-@19:50410082:50413141:-,0.05,0.058,0.04,same,same,NUP62
MXE,19:50430951:50431072:-@19:50416156:50416416:-@19:50414362:50414623:-@19:50410082:50413141:-,0.166,0.304,0.168,same,higher,CTC-326K19.6
MXE,19:50430951:50431072:-@19:50416156:50416416:-@19:50414362:50414623:-@19:50410082:50413141:-,0.166,0.304,0.168,same,higher,IL4I1
MXE,19:50430951:50431072:-@19:50416156:50416416:-@19:50414362:50414623:-@19:50410082:50413141:-,0.166,0.304,0.168,same,higher,NUP62
MXE,19:50430951:50431072:-@19:50421765:50421878:-@19:50414362:50414488:-@19:50410082:50413141:-,0.738,0.834,0.71,same,same,CTC-326K19.6
MXE,19:50430951:50431072:-@19:50421765:50421878:-@19:50414362:50414488:-@19:50410082:50413141:-,0.738,0.834,0.71,same,same,IL4I1
MXE,19:50430951:50431072:-@19:50421765:50421878:-@19:50414362:50414488:-@19:50410082:50413141:-,0.738,0.834,0.71,same,same,NUP62
MXE,19:50430951:50431072:-@19:50421765:50421878:-@19:50414362:50414600:-@19:50410082:50413141:-,0.942,0.972,0.952,same,same,CTC-326K19.6
MXE,19:50430951:50431072:-@19:50421765:50421878:-@19:50414362:50414600:-@19:50410082:50413141:-,0.942,0.972,0.952,same,same,IL4I1
MXE,19:50430951:50431072:-@19:50421765:50421878:-@19:50414362:50414600:-@19:50410082:50413141:-,0.942,0.972,0.952,same,same,NUP62
MXE,19:50430951:50431072:-@19:50421765:50421878:-@19:50414362:50414623:-@19:50410082:50413141:-,0.94,0.97,0.948,same,same,CTC-326K19.6
MXE,19:50430951:50431072:-@19:50421765:50421878:-@19:50414362:50414623:-@19:50410082:50413141:-,0.94,0.97,0.948,same,same,IL4I1
MXE,19:50430951:50431072:-@19:50421765:50421878:-@19:50414362:50414623:-@19:50410082:50413141:-,0.94,0.97,0.948,same,same,NUP62
