eventtype,event_name,control,prpf38,prpf8,prpf8_diff,prpf38_diff,symbol
RI,19:49838971-49839039:+@19:49840166-49840290:+,0.782,0.828,0.61,lower,same,CTC-301O7.4
RI,19:49838971-49839043:+@19:49840166-49840290:+,0.786,0.784,0.69,same,same,CD37
RI,19:49838971-49839043:+@19:49840166-49840290:+,0.786,0.784,0.69,same,same,CTC-301O7.4
RI,19:49842587-49842670:+@19:49843508-49843863:+,0.76,0.778,0.7225,same,same,CD37
RI,19:49842587-49842670:+@19:49843508-49843863:+,0.76,0.778,0.7225,same,same,CTC-301O7.4
RI,19:49842587-49842670:+@19:49843508-49843863:+,0.76,0.778,0.7225,same,same,TEAD2
RI,19:49951267-49951258:-@19:49951165-49951084:-,0.064,0.096,0.332,higher,same,PIH1D1
RI,19:49964876-49965057:+@19:49965141-49965293:+,0.046,0.074,0.114,same,same,ALDH16A1
RI,19:49993107-49993179:+@19:49993384-49993554:+,0.998,0.994,0.998,same,same,RPL13A
RI,19:49993107-49993179:+@19:49993384-49993554:+,0.998,0.994,0.998,same,same,SNORD32A
RI,19:49993107-49993179:+@19:49993489-49993554:+,0.01,0.01,0.01,same,same,RPL13A
RI,19:49993107-49993179:+@19:49993489-49993554:+,0.01,0.01,0.01,same,same,SNORD32A
RI,19:49993107-49993347:+@19:49993489-49993554:+,0.236,0.382,0.53,higher,higher,RPL13A
RI,19:49993107-49993347:+@19:49993489-49993554:+,0.236,0.382,0.53,higher,higher,SNORD32A
RI,19:49993107-49994523:+@19:49994682-49994804:+,0.248,0.238,0.228,same,same,RPL13A
RI,19:49993107-49994523:+@19:49994682-49994804:+,0.248,0.238,0.228,same,same,SNORD32A
RI,19:49993107-49994523:+@19:49994682-49994804:+,0.248,0.238,0.228,same,same,SNORD33
RI,19:49993107-49994523:+@19:49994682-49994804:+,0.248,0.238,0.228,same,same,SNORD34
RI,19:49993107-49994523:+@19:49994682-49994804:+,0.248,0.238,0.228,same,same,SNORD35A
RI,19:49993489-49993554:+@19:49993732-49993833:+,0,0,0,same,same,RPL13A
RI,19:49994036-49994121:+@19:49994297-49994356:+,0.01,0.018,0.016,same,same,RPL13A
RI,19:49994036-49994121:+@19:49994297-49994356:+,0.01,0.018,0.016,same,same,SNORD34
RI,19:49994297-49994356:+@19:49994682-49994804:+,0.01,0.01,0.01,same,same,RPL13A
RI,19:49994297-49994356:+@19:49994682-49994804:+,0.01,0.01,0.01,same,same,SNORD35A
RI,19:50000451-50000539:+@19:50000838-50000852:+,0.444,0.436,0.438,same,same,RPS11
RI,19:50000451-50000582:+@19:50000777-50000852:+,0.046,0.048,0.044,same,same,RPS11
RI,19:50000451-50000582:+@19:50000777-50001303:+,0.08,0.086,0.082,same,same,RPS11
RI,19:50000451-50000582:+@19:50000777-50001303:+,0.08,0.086,0.082,same,same,SNORD35B
RI,19:50000451-50000852:+@19:50001174-50001303:+,0.03,0.036,0.03,same,same,RPS11
RI,19:50000451-50000852:+@19:50001174-50001303:+,0.03,0.036,0.03,same,same,SNORD35B
RI,19:50000777-50000852:+@19:50001174-50001303:+,0.02,0.02,0.02,same,same,RPS11
RI,19:50000777-50000852:+@19:50001174-50001303:+,0.02,0.02,0.02,same,same,SNORD35B
RI,19:50060250-50059806:-@19:50059682-50059574:-,0.018,0.026,0.032,same,same,NOSIP
RI,19:50060250-50060132:-@19:50059682-50059574:-,0.51,0.498,0.534,same,same,NOSIP
RI,19:50060250-50060132:-@19:50059914-50059806:-,0.546,0.538,0.592,same,same,NOSIP
RI,19:50060250-50060132:-@19:50059993-50059806:-,0.028,0.024,0.032,same,same,NOSIP
RI,19:50062235-50062154:-@19:50060506-50060347:-,0.01,0.01,0.01,same,same,NOSIP
RI,19:50062235-50062154:-@19:50061456-50060347:-,0.152,0.172,0.176,same,same,NOSIP
RI,19:50086464-50086561:+@19:50086632-50086974:+,0.412,0.388,0.602,higher,same,NOSIP
RI,19:50086464-50086561:+@19:50086632-50086974:+,0.412,0.388,0.602,higher,same,PRRG2
RI,19:50086464-50086561:+@19:50086799-50086974:+,0.114,0.134,0.194,same,same,NOSIP
RI,19:50086464-50086561:+@19:50086799-50086974:+,0.114,0.134,0.194,same,same,PRRG2
RI,19:50140387-50140300:-@19:50140183-50140081:-,0.044,0.076,0.258,higher,same,RRAS
RI,19:50166771-50166600:-@19:50166515-50166445:-,0.03,0.038,0.076,same,same,IRF3
RI,19:50169114-50168741:-@19:50168103-50167931:-,0.136,0.234,0.19,same,same,BCL2L12
RI,19:50169114-50168741:-@19:50168103-50167931:-,0.136,0.234,0.19,same,same,IRF3
RI,19:50216677-50216798:+@19:50216873-50216988:+,0.936,0.9,0.82,lower,same,CPT1C
RI,19:50303225-50303274:+@19:50303354-50303407:+,0.99,0.99,0.982,same,same,AP2A1
RI,19:50335193-50335278:+@19:50335357-50335414:+,0.02,0.022,0.04,same,same,MED25
RI,19:50339483-50339663:+@19:50340104-50340236:+,0.048,0.056,0.074,same,same,MED25
RI,19:50365138-50364865:-@19:50364767-50364706:-,0.04,0.104,0.244,higher,same,PNKP
RI,19:50365138-50365029:-@19:50364952-50364865:-,0.088,0.092,0.368,higher,same,PNKP
RI,19:50367660-50367581:-@19:50367493-50367436:-,0.06,0.098,0.426,higher,same,PNKP
RI,19:50413141-50412231:-@19:50412002-50411362:-,0.86,0.91,0.904,same,same,CTC-326K19.6
RI,19:50413141-50412231:-@19:50412002-50411362:-,0.86,0.91,0.904,same,same,IL4I1
RI,19:50413141-50412231:-@19:50412002-50411362:-,0.86,0.91,0.904,same,same,NUP62
RI,19:50432761-50432583:-@19:50431072-50430951:-,0.162,0.152,0.124,same,same,ATF5
RI,19:50432761-50432583:-@19:50431072-50430951:-,0.162,0.152,0.124,same,same,CTC-326K19.6
RI,19:50432761-50432583:-@19:50431072-50430951:-,0.162,0.152,0.124,same,same,IL4I1
RI,19:50432761-50432583:-@19:50431072-50430951:-,0.162,0.152,0.124,same,same,NUP62
RI,19:50432761-50432583:-@19:50431105-50430951:-,0.176,0.148,0.104,same,same,ATF5
RI,19:50432761-50432583:-@19:50431105-50430951:-,0.176,0.148,0.104,same,same,CTC-326K19.6
RI,19:50432761-50432583:-@19:50431105-50430951:-,0.176,0.148,0.104,same,same,IL4I1
RI,19:50432761-50432583:-@19:50431105-50430951:-,0.176,0.148,0.104,same,same,NUP62
RI,19:50879730-50879833:+@19:50879976-50880083:+,0.062,0.068,0.064,same,same,NR1H2
RI,19:50905256-50905381:+@19:50905462-50905630:+,0.038,0.042,0.204,higher,same,POLD1
RI,19:50918981-50919083:+@19:50919653-50919785:+,0.034,0.046,0.158,higher,same,CTD-2545M3.6
RI,19:50918981-50919083:+@19:50919653-50919785:+,0.034,0.046,0.158,higher,same,POLD1
RI,19:51452371-51452115:-@19:51452029-51451896:-,0.032,0.034,0.038,same,same,KLK5
RI,19:52207283-52207439:+@19:52207523-52207733:+,0.126,0.136,0.48,higher,same,SPACA6P
RI,19:52391189-52391085:-@19:52390165-52390074:-,0.346,0.468,0.614,higher,higher,ZNF577
RI,19:52391204-52391149:-@19:52390165-52390074:-,0.222,0.532,0.336,higher,higher,ZNF577
RI,19:52403547-52403346:-@19:52403165-52403051:-,0.092,0.116,0.114,same,same,CTC-429C10.2
RI,19:52403547-52403346:-@19:52403165-52403051:-,0.092,0.116,0.114,same,same,ZNF649
RI,19:53594973-53594890:-@19:53594750-53594666:-,0.838,0.866,0.854,same,same,ZNF160
RI,19:53594973-53594890:-@19:53594782-53594666:-,0.342,0.486,0.766,higher,higher,ZNF160
RI,19:53594973-53594890:-@19:53594806-53594666:-,0.472,0.678,0.74,higher,higher,ZNF160
RI,19:54631448-54631575:+@19:54631680-54631752:+,0.026,0.048,0.066,same,same,PRPF31
RI,19:54632432-54632483:+@19:54632552-54632560:+,0.528,0.496,0.494,same,same,PRPF31
RI,19:54632432-54632560:+@19:54632647-54632745:+,0.042,0.04,0.058,same,same,PRPF31
RI,19:54647396-54647485:+@19:54647742-54647870:+,0.02,0.03,0.034,same,same,CNOT3
RI,19:54657452-54657577:+@19:54659047-54659418:+,0.12,0.164,0.166,same,same,CNOT3
RI,19:54657452-54657577:+@19:54659047-54659418:+,0.12,0.164,0.166,same,same,LENG1
RI,19:54657452-54657577:+@19:54659047-54659419:+,0.12,0.164,0.166,same,same,CNOT3
RI,19:54657452-54657577:+@19:54659047-54659419:+,0.12,0.164,0.166,same,same,LENG1
RI,19:54710144-54710330:+@19:54710421-54710592:+,0.302,0.326,0.382,same,same,RPS9
RI,19:54710421-54710592:+@19:54711266-54711515:+,0.02,0.03,0.03,same,same,RPS9
RI,19:55481367-55481521:+@19:55481591-55481663:+,0.99,0.992,0.988,same,same,NLRP2
RI,19:55501390-55501464:+@19:55501583-55501761:+,0.996,0.992,1,same,same,NLRP2
RI,19:55593460-55593548:+@19:55593643-55593717:+,0.072,0.076,0.232,higher,same,EPS8L1
RI,19:55594746-55594887:+@19:55594984-55595012:+,0.224,0.186,0.174,same,same,EPS8L1
RI,19:55604601-55604521:-@19:55604444-55604384:-,0.09,0.094,0.13,same,same,PPP1R12C
RI,19:55791224-55791175:-@19:55791070-55790767:-,0.04,0.05,0.04,same,same,HSPBP1
RI,19:55853162-55853414:+@19:55853583-55853748:+,0.062,0.116,0.2,higher,same,AC020922.1
RI,19:55853162-55853414:+@19:55853583-55853748:+,0.062,0.116,0.2,higher,same,SUV420H2
RI,19:55897938-55898042:+@19:55899298-55899416:+,0.03,0.03,0.04,same,same,RPL28
RI,19:55897938-55898061:+@19:55899298-55899416:+,0.01,0.01,0.01,same,same,RPL28
RI,19:5667364-5667461:+@19:5667831-5667897:+,0.008,0.01,0.01,same,same,SAFB
RI,19:56704548-56704489:-@19:56704423-56704038:-,0.365,0.4,0.295,same,same,ZSCAN5B
RI,19:56909646-56909752:+@19:56910263-56910537:+,0.106,0.068,0.09,same,same,ZNF582-AS1
RI,19:56909646-56909752:+@19:56910263-56910537:+,0.106,0.068,0.09,same,same,ZNF583
RI,19:5696768-5696681:-@19:5696382-5696260:-,0.01,0.022,0.048,same,same,LONP1
RI,19:57005532-57005711:+@19:57006416-57006801:+,0.972,0.99,0.96,same,same,ZNF667-AS1
RI,19:57702869-57702895:+@19:57703067-57703314:+,0.96,0.98,0.97,same,same,ZNF264
RI,19:5787182-5787072:-@19:5786856-5786760:-,0.08,0.118,0.21,higher,same,DUS3L
RI,19:5787182-5787072:-@19:5786930-5786760:-,0.104,0.116,0.382,higher,same,DUS3L
RI,19:58002839-58002965:+@19:58003481-58003579:+,0.054,0.042,0.04,same,same,AC003005.4
RI,19:58002839-58002965:+@19:58003481-58003579:+,0.054,0.042,0.04,same,same,ZNF419
RI,19:58212513-58212356:-@19:58209209-58208735:-,0.545,0.685,0.625,same,higher,AC003006.7
RI,19:58212513-58212356:-@19:58209209-58208735:-,0.545,0.685,0.625,same,higher,ZNF154
RI,19:58212513-58212356:-@19:58209209-58208735:-,0.545,0.685,0.625,same,higher,ZNF551
RI,19:58578109-58578935:+@19:58579776-58580773:+,0.982,0.978,0.968,same,same,ZNF135
RI,19:58863921-58863649:-@19:58863053-58862757:-,0.424,0.84,0.706,higher,higher,A1BG
RI,19:58863921-58863649:-@19:58863053-58862757:-,0.424,0.84,0.706,higher,higher,A1BG-AS1
RI,19:58863921-58863649:-@19:58863053-58862757:-,0.424,0.84,0.706,higher,higher,CTD-2619J13.8
RI,19:58865080-58865223:+@19:58865735-58866549:+,0.306,0.588,0.67,higher,higher,A1BG-AS1
RI,19:58865080-58865223:+@19:58865735-58866549:+,0.306,0.588,0.67,higher,higher,CTD-2619J13.8
RI,19:58865080-58865223:+@19:58865735-58866549:+,0.306,0.588,0.67,higher,higher,ZNF497
RI,19:58991010-58991094:+@19:58991297-58991386:+,0.27,0.248,0.404,higher,same,SLC27A5
RI,19:58991010-58991094:+@19:58991297-58991386:+,0.27,0.248,0.404,higher,same,ZNF446
RI,19:59060107-59060143:+@19:59060229-59060277:+,0.012,0.01,0.02,same,same,TRIM28
RI,19:59060107-59060143:+@19:59060253-59060277:+,0.454,0.478,0.458,same,same,TRIM28
RI,19:59061104-59061227:+@19:59061316-59061402:+,0.032,0.034,0.04,same,same,TRIM28
RI,19:59063334-59063273:-@19:59063143-59062933:-,0.04,0.042,0.086,same,same,CHMP2A
RI,19:59082796-59082361:-@19:59081894-59081711:-,0.098,0.182,0.098,same,same,AC016629.8
RI,19:59082796-59082361:-@19:59081894-59081711:-,0.098,0.182,0.098,same,same,MZF1
RI,19:5925748-5925645:-@19:5924916-5924838:-,0.004,0.004,0.006,same,same,RANBP3
RI,19:6361880-6361951:+@19:6362457-6362553:+,0.02,0.052,0.116,same,same,CLPP
RI,19:6361880-6361951:+@19:6362457-6362553:+,0.02,0.052,0.116,same,same,CTB-180A7.3
RI,19:6381206-6381133:-@19:6381053-6380915:-,0.024,0.048,0.07,same,same,GTF2F1
RI,19:6381626-6381565:-@19:6381489-6381370:-,0.014,0.018,0.024,same,same,GTF2F1
RI,19:6466477-6466620:+@19:6466962-6467232:+,0.236,0.222,0.362,higher,same,CRB3
RI,19:6466477-6466620:+@19:6466962-6467232:+,0.236,0.222,0.362,higher,same,DENND1C
RI,19:649748-649679:-@19:648975-648882:-,0.068,0.118,0.202,higher,same,RNF126
RI,19:6743205-6743267:+@19:6743505-6743609:+,0.008,0.008,0.02,same,same,TRIP10
RI,19:6750303-6750442:+@19:6750523-6750644:+,0.034,0.032,0.038,same,same,CTD-3128G10.6
RI,19:6750303-6750442:+@19:6750523-6750644:+,0.034,0.032,0.038,same,same,TRIP10
RI,19:6754436-6754262:-@19:6754174-6754063:-,0.208,0.168,0.49,higher,same,SH2D3A
RI,19:6754742-6754627:-@19:6754436-6754262:-,0.168,0.146,0.208,same,same,SH2D3A
RI,19:7535012-7535201:+@19:7535423-7537363:+,0.65,0.678,0.52,lower,same,ARHGEF18
RI,19:7535012-7535201:+@19:7535423-7537363:+,0.65,0.678,0.52,lower,same,CTD-2207O23.3
RI,19:7592406-7592514:+@19:7592750-7592846:+,0.066,0.052,0.216,higher,same,MCOLN1
RI,19:7607647-7607814:+@19:7607893-7607970:+,0.074,0.068,0.15,same,same,PNPLA6
RI,19:7685555-7685433:-@19:7685332-7685161:-,0.036,0.03,0.04,same,same,XAB2
RI,19:7691156-7691022:-@19:7690930-7690766:-,0.03,0.03,0.048,same,same,XAB2
RI,19:7707315-7707422:+@19:7707652-7707709:+,0.024,0.034,0.072,same,same,CTD-3214H19.4
RI,19:7707315-7707422:+@19:7707652-7707709:+,0.024,0.034,0.072,same,same,STXBP2
RI,19:7712048-7712133:+@19:7712240-7712397:+,0.106,0.258,0.284,higher,higher,STXBP2
RI,19:7937642-7937182:-@19:7934794-7934601:-,0.976,0.974,0.944,same,same,CTD-3193O13.11
RI,19:7937642-7937182:-@19:7934794-7934601:-,0.976,0.974,0.944,same,same,CTD-3193O13.9
RI,19:7974948-7975014:+@19:7975145-7975258:+,0.034,0.048,0.06,same,same,MAP2K7
RI,19:804036-804208:+@19:804292-804438:+,0.044,0.068,0.094,same,same,PTBP1
RI,19:804036-804208:+@19:804292-804702:+,0.054,0.082,0.114,same,same,PTBP1
RI,19:804292-804438:+@19:804532-804702:+,0.02,0.028,0.036,same,same,PTBP1
RI,19:804292-804438:+@19:804541-804702:+,0.16,0.19,0.19,same,same,PTBP1
RI,19:808360-808452:+@19:808546-808762:+,0.02,0.024,0.022,same,same,PTBP1
RI,19:8320706-8320763:+@19:8321120-8321170:+,0.014,0.022,0.03,same,same,CERS4
RI,19:8386540-8386587:+@19:8386837-8386975:+,0.008,0.01,0.02,same,same,RPS28
RI,19:8530208-8530246:+@19:8530364-8530399:+,0.634,0.84,0.836,higher,higher,HNRNPM
RI,19:868499-868416:-@19:868251-867963:-,0.964,0.976,0.958,same,same,MED16
RI,19:868499-868416:-@19:868251-867964:-,0.968,0.976,0.962,same,same,MED16
RI,19:902434-902242:-@19:902130-901976:-,0.174,0.272,0.452,higher,same,R3HDM4
RI,19:9267288-9267424:+@19:9267944-9268070:+,0.11,0.136,0.192,same,same,ZNF317
RI,19:9529975-9529727:-@19:9529571-9529438:-,0.442,0.52,0.538,same,same,ZNF266
RI,19:9939003-9939069:+@19:9939268-9939351:+,0.02,0.03,0.048,same,same,UBL5
RI,19:9959766-9959877:+@19:9960209-9960358:+,0.99,0.99,0.994,same,same,PIN1
RI,19:9959766-9959987:+@19:9960209-9960358:+,0.986,0.978,0.99,same,same,PIN1
RI,2:100019263-100019107:-@2:100018809-100018707:-,0.178,0.124,0.106,same,same,REV1
RI,2:10098915-10098985:+@2:10101175-10101565:+,0.002,0.008,0.016,same,same,GRHL1
RI,2:101598693-101598839:+@2:101604541-101604738:+,0.02,0.066,0.114,same,same,NPAS2
RI,2:101618755-101618777:+@2:101619164-101619270:+,0,0,0.008,same,same,RPL31
RI,2:10262866-10263024:+@2:10263110-10263184:+,0.076,0.078,0.068,same,same,RRM2
RI,2:105959305-105959431:+@2:105959558-105959680:+,0.854,0.892,0.928,same,same,C2orf49
RI,2:110922307-110922097:-@2:110920709-110920625:-,0.24,0.36,0.43,higher,higher,NPHP1
RI,2:110922307-110922097:-@2:110920712-110920625:-,0.22,0.27,0.33,higher,same,NPHP1
RI,2:110922307-110922265:-@2:110920709-110920625:-,0.292,0.586666666666667,0.5,higher,higher,NPHP1
RI,2:110922307-110922265:-@2:110920712-110920625:-,0.092,0.253333333333333,0.62,higher,higher,NPHP1
RI,2:111881310-111881446:+@2:111881627-111881716:+,0.534,0.55,0.56,same,same,BCL2L11
RI,2:111881323-111881446:+@2:111881627-111881716:+,0.548,0.568,0.574,same,same,BCL2L11
RI,2:113343551-113343691:+@2:113343777-113343942:+,0.044,0.054,0.11,same,same,CHCHD5
RI,2:113417964-113418149:+@2:113418719-113418803:+,0.01,0.024,0.03,same,same,SLC20A1
RI,2:113514791-113514470:-@2:113513711-113513554:-,0.99,0.986,0.972,same,same,CKAP2L
RI,2:113942942-113943017:+@2:113943239-113943832:+,0.278,0.368,0.246,same,same,PSD4
RI,2:113942942-113943017:+@2:113943454-113943832:+,0.104,0.136,0.082,same,same,PSD4
RI,2:113942942-113943017:+@2:113943538-113943832:+,0.388,0.452,0.424,same,same,PSD4
RI,2:114353270-114353406:+@2:114353645-114353780:+,0.042,0.046,0.072,same,same,WASH2P
RI,2:114709297-114709422:+@2:114713200-114713283:+,0,0,0.01,same,same,ACTR3
RI,2:128047400-128047265:-@2:128047077-128046913:-,0.034,0.06,0.08,same,same,ERCC3
RI,2:128047400-128047265:-@2:128047095-128046913:-,0.062,0.106,0.118,same,same,ERCC3
RI,2:128180610-128180747:+@2:128180850-128180984:+,0.402,0.306,0.298,lower,same,PROC
RI,2:128180610-128180747:+@2:128180907-128180984:+,0.866,0.904,0.908,same,same,PROC
RI,2:128397893-128397845:-@2:128397720-128397645:-,0.07,0.13,0.115,same,same,LIMS2
RI,2:128400647-128400498:-@2:128398563-128398471:-,0.1325,0.06,0.048,same,same,LIMS2
RI,2:130912832-130912669:-@2:130912055-130911850:-,0.01,0.012,0.008,same,same,SMPD4
RI,2:130914248-130914158:-@2:130913708-130913608:-,0.018,0.018,0.018,same,same,SMPD4
RI,2:131100467-131100508:+@2:131100659-131100767:+,0.154,0.1,0.118,same,same,IMP4
RI,2:131100467-131100535:+@2:131100659-131100767:+,0.386,0.25,0.252,lower,lower,IMP4
RI,2:131100470-131100535:+@2:131100659-131100767:+,0.38,0.244,0.248,lower,lower,IMP4
RI,2:131102949-131103058:+@2:131103140-131103272:+,0.1,0.102,0.132,same,same,IMP4
RI,2:131103140-131103272:+@2:131103352-131103506:+,0.038,0.042,0.046,same,same,IMP4
RI,2:131103352-131103506:+@2:131103591-131103685:+,0.032,0.03,0.06,same,same,IMP4
RI,2:131103591-131103685:+@2:131103774-131103822:+,0.086,0.108,0.172,same,same,IMP4
RI,2:131128130-131128196:+@2:131128278-131128355:+,0.148,0.24,0.616,higher,same,PTPN18
RI,2:131798803-131799035:+@2:131799388-131799517:+,0.138,0.148,0.12,same,same,ARHGEF4
RI,2:136511109-136511137:+@2:136511729-136511847:+,0.02,0.018,0.072,same,same,UBXN4
RI,2:157182840-157182824:-@2:157182719-157182662:-,0.624,0.506,0.626,same,lower,NR4A2
RI,2:157435401-157435513:+@2:157435598-157435676:+,0.024,0.036,0.032,same,same,GPD2
RI,2:160075749-160075872:+@2:160076203-160076378:+,0.044,0.086,0.182,higher,same,TANC1
RI,2:161056815-161056697:-@2:161056589-161056514:-,0.976,0.982,0.978,same,same,ITGB6
RI,2:162903516-162903425:-@2:162903315-162903212:-,0.312,0.31,0.3,same,same,DPP4
RI,2:163215554-163215667:+@2:163216004-163216062:+,0.064,0.08,0.054,same,same,GCA
RI,2:1668846-1668730:-@2:1667535-1667377:-,0.006,0.01,0.018,same,same,PXDN
RI,2:170664987-170665063:+@2:170665370-170665412:+,0.01,0.012,0.01,same,same,SSB
RI,2:172582429-172582591:+@2:172582704-172582803:+,0.072,0.086,0.1,same,same,DYNC1I2
RI,2:174228546-174228623:+@2:174229523-174229717:+,0.098,0.2,0.2,higher,higher,CDCA7
RI,2:178988249-178988378:+@2:178988555-178988639:+,0.044,0.038,0.098,same,same,RBM45
RI,2:180308195-180307951:-@2:180306904-180306709:-,0.73,0.776666666666667,0.902,higher,same,ZNF385B
RI,2:182779943-182781154:+@2:182783325-182783402:+,0.062,0.056,0.02,same,same,SSFA2
RI,2:182779943-182781732:+@2:182783325-182783402:+,0.06,0.062,0.03,same,same,SSFA2
RI,2:184024216-184024380:+@2:184025782-184026408:+,0,0.002,0.008,same,same,NUP35
RI,2:188349714-188349538:-@2:188348943-188348851:-,0.008,0.008,0.01,same,same,AC007319.1
RI,2:188349714-188349538:-@2:188348943-188348851:-,0.008,0.008,0.01,same,same,TFPI
RI,2:190619071-190618867:-@2:190618790-190618642:-,0.104,0.086,0.136,same,same,ANKAR
RI,2:190619071-190618867:-@2:190618790-190618642:-,0.104,0.086,0.136,same,same,OSGEPL1
RI,2:190626386-190626373:-@2:190626251-190626146:-,0.776,0.85,0.776,same,same,OSGEPL1
RI,2:190647849-190647740:-@2:190647328-190647148:-,0.03,0.054,0.024,same,same,ORMDL1
RI,2:196544756-196544772:+@2:196545617-196545774:+,0.88,0.886,0.89,same,same,SLC39A10
RI,2:197593917-197594111:+@2:197594517-197594585:+,0.184,0.178,0.07,lower,same,CCDC150
RI,2:197712761-197712671:-@2:197711924-197711727:-,0.01,0.024,0.024,same,same,PGAP1
RI,2:198285266-198285152:-@2:198283675-198283520:-,0.054,0.062,0.036,same,same,SF3B1
RI,2:198367763-198367852:+@2:198367933-198368105:+,0.05,0.048,0.05,same,same,HSPD1
RI,2:198367763-198367852:+@2:198367933-198368105:+,0.05,0.048,0.05,same,same,HSPE1
RI,2:198367763-198367852:+@2:198367933-198368105:+,0.05,0.048,0.05,same,same,HSPE1-MOB4
RI,2:201722607-201722441:-@2:201721708-201721614:-,0.04,0.074,0.082,same,same,CLK1
RI,2:201726189-201725961:-@2:201724469-201724403:-,0.158,0.108,0.094,same,same,CLK1
RI,2:201778715-201778654:-@2:201778136-201778018:-,0.102,0.092,0.082,same,same,ORC2
RI,2:203749258-203749118:-@2:203749026-203748921:-,0.008,0.014,0.014,same,same,WDR12
RI,2:20886854-20886667:-@2:20885417-20885307:-,0.96,0.976,0.968,same,same,C2orf43
RI,2:216237023-216236832:-@2:216236738-216236632:-,0.46,0.6,0.852,higher,higher,FN1
RI,2:216237098-216236832:-@2:216236738-216236632:-,0.468,0.598,0.856,higher,higher,FN1
RI,2:216247048-216246935:-@2:216244040-216243853:-,0.09,0.086,0.084,same,same,FN1
RI,2:216249699-216249583:-@2:216248907-216248743:-,0.038,0.044,0.046,same,same,FN1
RI,2:217363548-217363600:+@2:217363993-217364121:+,0.01,0.01,0.01,same,same,RPL37A
RI,2:217363809-217363874:+@2:217363993-217364121:+,0.05,0.05,0.05,same,same,RPL37A
RI,2:217364672-217364754:+@2:217366064-217366190:+,0,0,0,same,same,RPL37A
RI,2:218747134-218747069:-@2:218745737-218745621:-,0.015,0.01,0.01,same,same,TNS1
RI,2:219130669-219130554:-@2:219130405-219130302:-,0.02,0.026,0.03,same,same,AAMP
RI,2:219498328-219498484:+@2:219498828-219498944:+,0.866,0.912,0.936,same,same,PLCD4
RI,2:219498328-219498484:+@2:219498828-219498944:+,0.866,0.912,0.936,same,same,RP11-548H3.1
RI,2:219501194-219501301:+@2:219501583-219501896:+,0.976,0.978,0.97,same,same,PLCD4
RI,2:219501194-219501301:+@2:219501642-219501904:+,0.978,0.968,0.962,same,same,PLCD4
RI,2:219526920-219526983:+@2:219527233-219527402:+,0.04,0.034,0.018,same,same,BCS1L
RI,2:219526920-219526983:+@2:219527238-219527402:+,0.148,0.124,0.116,same,same,BCS1L
RI,2:220039830-220039710:-@2:220039628-220039500:-,0.028,0.028,0.042,same,same,CNPPD1
RI,2:220045784-220045927:+@2:220046091-220046185:+,0.012,0.016,0.02,same,same,FAM134A
RI,2:220072978-220073070:+@2:220073148-220073208:+,0.032,0.036,0.084,same,same,ZFAND2B
RI,2:220075545-220075433:-@2:220075197-220075103:-,0.076,0.142,0.412,higher,same,ABCB6
RI,2:220075545-220075433:-@2:220075197-220075103:-,0.076,0.142,0.412,higher,same,ATG9A
RI,2:220081554-220081374:-@2:220081187-220081086:-,0.052,0.076,0.116,same,same,ABCB6
RI,2:220081554-220081374:-@2:220081187-220081086:-,0.052,0.076,0.116,same,same,ATG9A
RI,2:220092775-220092644:-@2:220092535-220092492:-,0.016,0.008,0.012,same,same,ATG9A
RI,2:220097801-220097913:+@2:220098008-220098155:+,0.092,0.09,0.17,same,same,ANKZF1
RI,2:220098855-220099010:+@2:220099548-220100034:+,0.166,0.122,0.214,same,same,ANKZF1
RI,2:220100732-220100817:+@2:220101044-220101373:+,0.03,0.046,0.078,same,same,ANKZF1
RI,2:220100732-220100817:+@2:220101044-220101373:+,0.03,0.046,0.078,same,same,GLB1L
RI,2:220110618-220110807:+@2:220111379-220111598:+,0.062,0.096,0.278,higher,same,STK16
RI,2:220116435-220116287:-@2:220116045-220115916:-,0.04,0.044,0.044,same,same,TUBA4A
RI,2:220145300-220145409:+@2:220146440-220146493:+,0.006,0.01,0.008,same,same,DNAJB2
RI,2:220329155-220329330:+@2:220330779-220331583:+,0.022,0.026,0.01,same,same,SPEG
RI,2:220364843-220364940:+@2:220366198-220366759:+,0.028,0.032,0.04,same,same,AC053503.11
RI,2:220364843-220364940:+@2:220366198-220366759:+,0.028,0.032,0.04,same,same,GMPPA
RI,2:220366198-220366301:+@2:220366573-220366759:+,0.022,0.03,0.048,same,same,AC053503.11
RI,2:220366198-220366301:+@2:220366573-220366759:+,0.022,0.03,0.048,same,same,GMPPA
RI,2:220370180-220370277:+@2:220370417-220370483:+,0.238,0.286,0.546,higher,same,AC053503.11
RI,2:220370180-220370277:+@2:220370417-220370483:+,0.238,0.286,0.546,higher,same,GMPPA
RI,2:220370180-220370277:+@2:220370437-220370483:+,0.066,0.086,0.194,higher,same,AC053503.11
RI,2:220370180-220370277:+@2:220370437-220370483:+,0.066,0.086,0.194,higher,same,GMPPA
RI,2:220370976-220371144:+@2:220371420-220371709:+,0.03,0.02,0.048,same,same,AC053503.11
RI,2:220370976-220371144:+@2:220371420-220371709:+,0.03,0.02,0.048,same,same,GMPPA
RI,2:220416520-220416251:-@2:220415564-220415451:-,0.062,0.092,0.138,same,same,OBSL1
RI,2:220416520-220416251:-@2:220415590-220415451:-,0.078,0.118,0.17,same,same,OBSL1
RI,2:220417746-220417590:-@2:220417419-220417258:-,0.374,0.612,0.46,same,higher,OBSL1
